응대ID,고객ID,제품ID,응대일시,응대채널,응대자,문의유형,상태,응대시간(분),만족도,처리완료일시,비고
SVC000195,CUST00450,PROD0041,2024-04-01 02:44:00,카톡,상담원14,프로모션 문의,해결완료,29,보통,2024-06-03 18:36:00,영구차단 고객
SVC000196,CUST00454,PROD0042,2024-05-02 04:32:00,라이브채팅,상담원20,배송 지연,해결완료,32,매우불만족,2024-04-07 15:39:00,
SVC000197,CUST00924,PROD0047,2024-06-03 15:45:00,SNS,상담원10,제품 불량,해결완료,66,만족,,영구차단 고객
SVC000198,CUST00629,PROD0037,2024-06-15 11:11:00,이메일,상담원17,프로모션 문의,대기중,26,불만족,,재문의 필요
SVC000199,CUST00221,PROD0016,2024-04-09 15:30:00,이메일,상담원8,제품 불량,미해결,72,매우불만족,,고객 피드백 있음
SVC000200,CUST00154,PROD0045,2024-02-05 05:12:00,전화,상담원14,제품 문의,대기중,19,매우불만족,2024-04-30 07:34:00,
SVC000201,CUST00665,PROD0022,2024-02-27 01:26:00,전화,상담원8,가격 정보 문의,진행중,30,불만족,2024-02-28 13:35:00,고객 피드백 있음
SVC000202,CUST00012,PROD0020,2024-01-04 08:26:00,카톡,상담원5,계정 문제,해결완료,67,만족,,고객 피드백 있음
SVC000203,CUST00133,PROD0050,2024-02-26 23:42:00,카톡,상담원16,계정 문제,대기중,22,매우만족,,고객 피드백 있음
SVC000204,CUST00994,PROD0043,2024-02-21 06:04:00,SNS,상담원8,기술 지원,해결완료,77,만족,2024-02-05 07:26:00,
SVC000205,CUST00304,PROD0027,2024-02-15 14:55:00,전화,상담원10,제품 불량,해결완료,67,보통,2024-02-22 14:26:00,고객 피드백 있음
SVC000206,CUST00293,PROD0041,2024-06-06 15:44:00,전화,상담원8,제품 문의,대기중,66,매우만족,2024-01-19 03:43:00,긴급 처리
SVC000207,CUST00975,PROD0016,2024-03-24 14:56:00,카톡,상담원9,서비스 문의,진행중,72,만족,2024-05-20 14:45:00,
SVC000208,CUST00300,PROD0034,2024-03-04 13:25:00,카톡,상담원18,서비스 문의,해결완료,52,만족,,재문의 필요
SVC000209,CUST00740,PROD0032,2024-01-11 19:47:00,카톡,상담원3,반품/교환,해결완료,54,보통,2024-02-25 11:06:00,
SVC000210,CUST00783,PROD0026,2024-04-07 23:20:00,이메일,상담원17,제품 불량,해결완료,67,매우불만족,,고객 피드백 있음
SVC000211,CUST00043,PROD0025,2024-04-10 19:47:00,라이브채팅,상담원20,결제 오류,진행중,73,보통,,
SVC000212,CUST00944,PROD0002,2024-05-26 19:34:00,라이브채팅,상담원15,프로모션 문의,해결완료,113,보통,2024-01-31 08:41:00,
SVC000213,CUST00343,PROD0012,2024-05-14 20:56:00,전화,상담원17,반품/교환,대기중,10,만족,2024-04-25 06:05:00,
SVC000214,CUST00326,PROD0040,2024-06-29 01:33:00,이메일,상담원8,반품/교환,해결완료,62,불만족,2024-03-01 19:07:00,
SVC000215,CUST00814,PROD0009,2024-01-28 14:29:00,카톡,상담원2,반품/교환,해결완료,55,매우만족,,영구차단 고객
SVC000216,CUST00498,PROD0012,2024-01-11 07:33:00,전화,상담원17,제품 문의,해결완료,16,매우만족,,재문의 필요
SVC000217,CUST00364,PROD0026,2024-05-17 12:47:00,이메일,상담원18,계정 문제,해결완료,99,매우불만족,2024-06-10 07:02:00,
SVC000218,CUST00891,PROD0009,2024-01-11 17:24:00,SNS,상담원5,반품/교환,진행중,51,보통,2024-03-11 17:10:00,영구차단 고객
SVC000219,CUST00427,PROD0010,2024-05-12 20:03:00,이메일,상담원9,계정 문제,대기중,13,보통,2024-06-27 23:00:00,긴급 처리
SVC000220,CUST00021,PROD0032,2024-02-18 09:28:00,전화,상담원9,계정 문제,해결완료,11,만족,2024-05-05 06:50:00,영구차단 고객
SVC000221,CUST00407,PROD0034,2024-04-11 09:49:00,라이브채팅,상담원2,제품 불량,진행중,33,만족,2024-03-25 03:05:00,
SVC000222,CUST00619,PROD0048,2024-03-14 14:10:00,카톡,상담원2,제품 문의,대기중,82,만족,2024-02-28 18:17:00,영구차단 고객
SVC000223,CUST00336,PROD0020,2024-04-18 09:39:00,SNS,상담원19,계정 문제,해결완료,55,매우만족,,긴급 처리
SVC000224,CUST00815,PROD0039,2024-01-14 22:33:00,이메일,상담원3,반품/교환,해결완료,88,만족,2024-04-01 14:35:00,
SVC000225,CUST00117,PROD0002,2024-02-06 14:53:00,전화,상담원17,제품 문의,해결완료,116,만족,2024-01-07 23:06:00,
SVC000226,CUST00124,PROD0001,2024-06-14 14:05:00,전화,상담원14,반품/교환,진행중,59,만족,2024-05-26 00:42:00,긴급 처리
SVC000227,CUST00399,PROD0036,2024-05-08 03:11:00,카톡,상담원14,배송 지연,해결완료,100,보통,,고객 피드백 있음
SVC000228,CUST00793,PROD0024,2024-05-29 22:34:00,전화,상담원14,프로모션 문의,해결완료,63,매우불만족,,재문의 필요
SVC000229,CUST00804,PROD0027,2024-02-04 12:26:00,전화,상담원6,배송 지연,진행중,60,보통,,고객 피드백 있음
SVC000230,CUST00715,PROD0002,2024-03-23 14:01:00,카톡,상담원3,배송 지연,미해결,26,불만족,2024-02-15 06:52:00,영구차단 고객
SVC000231,CUST00051,PROD0031,2024-02-15 14:37:00,SNS,상담원1,제품 불량,해결완료,104,만족,,고객 피드백 있음
SVC000232,CUST00783,PROD0014,2024-02-21 14:05:00,라이브채팅,상담원16,결제 오류,해결완료,112,보통,,
SVC000233,CUST00324,PROD0002,2024-03-05 10:44:00,라이브채팅,상담원4,프로모션 문의,진행중,22,매우만족,2024-06-18 14:14:00,
SVC000234,CUST00789,PROD0029,2024-06-15 22:50:00,이메일,상담원1,제품 불량,해결완료,62,매우만족,2024-01-09 03:46:00,긴급 처리
SVC000235,CUST00141,PROD0015,2024-02-11 22:46:00,SNS,상담원17,반품/교환,해결완료,44,만족,2024-02-22 11:40:00,고객 피드백 있음
SVC000236,CUST00470,PROD0012,2024-02-01 02:07:00,이메일,상담원18,제품 불량,진행중,117,만족,2024-03-17 21:27:00,긴급 처리
SVC000237,CUST00787,PROD0037,2024-06-29 14:40:00,라이브채팅,상담원8,반품/교환,미해결,93,보통,,재문의 필요
SVC000238,CUST00802,PROD0028,2024-04-02 02:33:00,카톡,상담원2,결제 오류,대기중,35,만족,,
SVC000239,CUST00334,PROD0020,2024-04-08 23:50:00,전화,상담원18,계정 문제,해결완료,60,불만족,2024-05-01 12:00:00,
SVC000240,CUST00893,PROD0039,2024-05-10 19:10:00,라이브채팅,상담원16,제품 불량,대기중,39,매우불만족,,영구차단 고객
SVC000241,CUST00964,PROD0024,2024-04-06 17:24:00,SNS,상담원10,기술 지원,해결완료,30,매우만족,,
SVC000242,CUST00373,PROD0021,2024-01-12 05:58:00,라이브채팅,상담원8,계정 문제,해결완료,72,만족,,긴급 처리
SVC000243,CUST00564,PROD0010,2024-03-26 18:55:00,SNS,상담원12,가격 정보 문의,미해결,110,보통,2024-04-17 03:05:00,재문의 필요
SVC000244,CUST00494,PROD0046,2024-06-17 04:10:00,SNS,상담원16,제품 불량,미해결,116,만족,2024-02-24 02:09:00,
SVC000245,CUST00539,PROD0014,2024-02-07 05:49:00,SNS,상담원12,반품/교환,해결완료,88,매우만족,2024-04-21 07:44:00,긴급 처리
SVC000246,CUST00669,PROD0037,2024-01-14 13:19:00,이메일,상담원11,프로모션 문의,해결완료,38,불만족,2024-03-09 22:33:00,재문의 필요
SVC000247,CUST00751,PROD0018,2024-03-20 23:49:00,카톡,상담원20,제품 불량,해결완료,80,매우불만족,2024-06-22 16:57:00,긴급 처리
SVC000248,CUST00156,PROD0024,2024-04-24 09:40:00,라이브채팅,상담원19,반품/교환,진행중,20,보통,2024-05-29 10:56:00,
SVC000249,CUST00291,PROD0014,2024-02-16 03:57:00,카톡,상담원1,결제 오류,대기중,46,만족,2024-06-01 17:42:00,고객 피드백 있음
SVC000250,CUST00648,PROD0034,2024-02-03 06:00:00,전화,상담원3,배송 지연,해결완료,9,만족,2024-04-24 13:11:00,고객 피드백 있음
SVC000251,CUST00144,PROD0012,2024-06-08 08:00:00,라이브채팅,상담원12,제품 불량,해결완료,65,만족,2024-04-23 08:20:00,영구차단 고객
SVC000252,CUST00106,PROD0022,2024-04-27 15:54:00,카톡,상담원9,서비스 문의,해결완료,48,만족,,
SVC000253,CUST00420,PROD0006,2024-05-07 17:51:00,카톡,상담원5,가격 정보 문의,해결완료,39,만족,,
SVC000254,CUST00670,PROD0036,2024-01-02 19:56:00,전화,상담원1,서비스 문의,대기중,112,매우만족,2024-01-06 06:25:00,긴급 처리
SVC000255,CUST00658,PROD0045,2024-05-06 07:13:00,SNS,상담원10,계정 문제,대기중,95,매우불만족,,
SVC000256,CUST00002,PROD0036,2024-05-30 21:30:00,라이브채팅,상담원17,계정 문제,해결완료,5,보통,2024-04-29 02:55:00,
SVC000257,CUST00945,PROD0022,2024-04-26 13:28:00,라이브채팅,상담원4,배송 지연,해결완료,102,보통,2024-06-26 04:57:00,
SVC000258,CUST00589,PROD0014,2024-01-21 19:38:00,전화,상담원15,배송 지연,해결완료,47,매우불만족,,
SVC000259,CUST00644,PROD0016,2024-01-02 07:56:00,SNS,상담원19,계정 문제,해결완료,36,매우만족,2024-05-16 03:35:00,재문의 필요
SVC000260,CUST00090,PROD0036,2024-05-20 08:39:00,라이브채팅,상담원8,제품 불량,해결완료,112,매우만족,2024-06-15 18:45:00,고객 피드백 있음
SVC000261,CUST00345,PROD0025,2024-06-09 17:52:00,라이브채팅,상담원15,제품 문의,진행중,107,불만족,2024-02-04 01:33:00,고객 피드백 있음
SVC000262,CUST00350,PROD0032,2024-02-23 01:11:00,라이브채팅,상담원7,제품 불량,해결완료,67,매우불만족,,
SVC000263,CUST00459,PROD0033,2024-02-07 01:41:00,SNS,상담원15,가격 정보 문의,해결완료,37,만족,2024-02-02 07:58:00,
SVC000264,CUST00263,PROD0045,2024-03-30 01:09:00,전화,상담원8,계정 문제,대기중,99,매우만족,,영구차단 고객
SVC000265,CUST00351,PROD0036,2024-01-09 21:36:00,라이브채팅,상담원10,서비스 문의,해결완료,81,보통,2024-05-19 02:15:00,
SVC000266,CUST00108,PROD0020,2024-06-03 09:21:00,카톡,상담원18,배송 지연,대기중,113,매우만족,2024-01-22 10:33:00,
SVC000267,CUST00586,PROD0018,2024-01-23 01:06:00,SNS,상담원4,서비스 문의,진행중,70,만족,2024-03-07 08:21:00,
SVC000268,CUST00039,PROD0038,2024-04-16 05:10:00,이메일,상담원15,계정 문제,대기중,34,매우만족,2024-02-15 01:27:00,
SVC000269,CUST00909,PROD0003,2024-06-21 09:39:00,전화,상담원11,결제 오류,해결완료,14,매우불만족,2024-02-22 04:51:00,영구차단 고객
SVC000270,CUST00159,PROD0023,2024-06-18 22:44:00,카톡,상담원3,계정 문제,대기중,27,만족,2024-06-27 20:05:00,
SVC000271,CUST00583,PROD0032,2024-06-01 18:50:00,라이브채팅,상담원15,기술 지원,해결완료,101,불만족,2024-06-08 14:04:00,고객 피드백 있음
SVC000272,CUST00959,PROD0045,2024-05-23 05:29:00,이메일,상담원3,가격 정보 문의,미해결,43,매우만족,2024-06-11 17:05:00,고객 피드백 있음
SVC000273,CUST00312,PROD0016,2024-05-28 11:59:00,전화,상담원15,기술 지원,대기중,49,만족,2024-03-23 14:10:00,긴급 처리
SVC000274,CUST00241,PROD0005,2024-01-10 02:49:00,SNS,상담원6,프로모션 문의,해결완료,33,매우불만족,2024-03-27 00:02:00,
SVC000275,CUST00938,PROD0004,2024-03-17 10:23:00,이메일,상담원1,서비스 문의,해결완료,34,매우만족,2024-01-07 21:44:00,긴급 처리
SVC000276,CUST00445,PROD0021,2024-04-07 02:48:00,이메일,상담원14,결제 오류,대기중,38,만족,,
SVC000277,CUST00298,PROD0040,2024-04-19 17:04:00,카톡,상담원16,가격 정보 문의,미해결,56,만족,2024-01-08 02:20:00,재문의 필요
SVC000278,CUST00952,PROD0014,2024-03-15 15:08:00,전화,상담원1,반품/교환,대기중,107,보통,,
SVC000279,CUST00036,PROD0039,2024-02-01 22:55:00,카톡,상담원17,프로모션 문의,대기중,85,매우만족,2024-06-12 18:05:00,
SVC000280,CUST00084,PROD0031,2024-03-11 10:33:00,카톡,상담원8,제품 문의,대기중,26,만족,,영구차단 고객
SVC000281,CUST00452,PROD0014,2024-04-15 16:13:00,라이브채팅,상담원18,기술 지원,진행중,9,보통,,
SVC000282,CUST00886,PROD0006,2024-06-27 06:39:00,SNS,상담원16,가격 정보 문의,해결완료,15,만족,2024-01-26 14:50:00,긴급 처리
SVC000283,CUST00775,PROD0012,2024-01-15 03:36:00,이메일,상담원6,가격 정보 문의,해결완료,90,매우만족,2024-06-14 11:03:00,영구차단 고객
SVC000284,CUST00822,PROD0016,2024-06-10 16:05:00,전화,상담원10,기술 지원,진행중,36,보통,2024-06-03 00:46:00,
SVC000285,CUST00385,PROD0017,2024-05-03 23:44:00,SNS,상담원10,프로모션 문의,해결완료,28,만족,,영구차단 고객
SVC000286,CUST00172,PROD0045,2024-06-03 22:18:00,SNS,상담원5,결제 오류,진행중,15,매우만족,2024-04-07 21:07:00,재문의 필요
SVC000287,CUST00376,PROD0023,2024-04-19 19:54:00,전화,상담원12,결제 오류,해결완료,15,보통,2024-05-09 20:18:00,고객 피드백 있음
SVC000288,CUST00685,PROD0014,2024-03-22 08:33:00,SNS,상담원20,배송 지연,진행중,21,매우불만족,2024-03-07 05:05:00,
SVC000289,CUST00362,PROD0007,2024-05-27 19:22:00,라이브채팅,상담원17,제품 불량,해결완료,36,매우만족,2024-02-07 19:42:00,
SVC000290,CUST00559,PROD0046,2024-02-03 19:36:00,SNS,상담원14,프로모션 문의,해결완료,87,만족,2024-05-02 09:31:00,
SVC000291,CUST00891,PROD0032,2024-05-07 16:46:00,라이브채팅,상담원14,서비스 문의,해결완료,31,보통,2024-01-20 04:11:00,
SVC000292,CUST00141,PROD0015,2024-06-10 15:31:00,이메일,상담원3,서비스 문의,해결완료,36,매우만족,2024-03-14 16:39:00,고객 피드백 있음
SVC000293,CUST00887,PROD0044,2024-02-16 19:14:00,이메일,상담원12,프로모션 문의,대기중,65,매우만족,2024-03-21 12:30:00,재문의 필요
SVC000294,CUST00918,PROD0017,2024-03-15 06:00:00,카톡,상담원20,기술 지원,진행중,29,만족,,
SVC000295,CUST00118,PROD0041,2024-01-31 00:29:00,라이브채팅,상담원18,서비스 문의,대기중,68,보통,2024-01-07 01:38:00,고객 피드백 있음
SVC000296,CUST00277,PROD0047,2024-06-09 03:47:00,이메일,상담원12,서비스 문의,해결완료,68,매우만족,,
SVC000297,CUST00726,PROD0044,2024-02-23 19:26:00,SNS,상담원2,제품 불량,해결완료,32,불만족,2024-03-03 12:22:00,
SVC000298,CUST00220,PROD0034,2024-04-15 01:21:00,전화,상담원2,가격 정보 문의,해결완료,44,보통,2024-01-23 11:46:00,
SVC000299,CUST00905,PROD0005,2024-03-30 17:51:00,전화,상담원17,가격 정보 문의,해결완료,95,만족,2024-05-15 04:25:00,
SVC000300,CUST00026,PROD0045,2024-06-12 06:00:00,라이브채팅,상담원10,프로모션 문의,해결완료,18,만족,2024-02-01 07:26:00,
SVC000301,CUST00521,PROD0027,2024-06-12 06:44:00,카톡,상담원18,계정 문제,해결완료,46,매우불만족,,영구차단 고객
SVC000302,CUST00783,PROD0023,2024-03-13 08:50:00,SNS,상담원19,가격 정보 문의,대기중,43,매우만족,,영구차단 고객
SVC000303,CUST00010,PROD0040,2024-01-18 09:19:00,라이브채팅,상담원1,기술 지원,미해결,6,만족,,영구차단 고객
SVC000304,CUST00984,PROD0014,2024-05-09 17:20:00,전화,상담원4,반품/교환,미해결,85,보통,2024-06-18 01:23:00,고객 피드백 있음
SVC000305,CUST00378,PROD0015,2024-01-02 03:43:00,라이브채팅,상담원4,계정 문제,미해결,5,매우만족,2024-02-13 18:24:00,
SVC000306,CUST00633,PROD0043,2024-03-26 10:25:00,SNS,상담원2,제품 불량,해결완료,113,매우만족,2024-05-21 22:02:00,
SVC000307,CUST00637,PROD0033,2024-05-25 19:01:00,이메일,상담원19,기술 지원,진행중,36,매우만족,2024-01-14 13:13:00,고객 피드백 있음
SVC000308,CUST00682,PROD0031,2024-02-14 06:21:00,SNS,상담원12,결제 오류,해결완료,87,만족,,재문의 필요
SVC000309,CUST00584,PROD0035,2024-03-27 21:30:00,이메일,상담원10,제품 불량,해결완료,68,매우만족,2024-06-06 17:29:00,
SVC000310,CUST00152,PROD0017,2024-05-01 01:41:00,이메일,상담원13,배송 지연,대기중,82,불만족,2024-01-05 19:49:00,영구차단 고객
SVC000311,CUST00720,PROD0028,2024-02-04 15:09:00,이메일,상담원20,서비스 문의,대기중,35,매우불만족,2024-05-14 05:08:00,
SVC000312,CUST00049,PROD0019,2024-06-09 14:57:00,라이브채팅,상담원15,제품 문의,대기중,62,매우만족,,고객 피드백 있음
SVC000313,CUST00154,PROD0046,2024-05-17 10:29:00,전화,상담원3,결제 오류,대기중,86,만족,,
SVC000314,CUST00859,PROD0023,2024-04-15 23:03:00,라이브채팅,상담원20,계정 문제,해결완료,82,매우만족,,재문의 필요
SVC000315,CUST00293,PROD0032,2024-05-13 09:36:00,전화,상담원13,기술 지원,해결완료,115,매우만족,,영구차단 고객
SVC000316,CUST00580,PROD0040,2024-06-22 10:35:00,SNS,상담원8,결제 오류,해결완료,18,만족,2024-05-15 03:56:00,
SVC000317,CUST00050,PROD0013,2024-05-17 00:13:00,카톡,상담원7,배송 지연,미해결,92,만족,2024-05-15 23:00:00,
SVC000318,CUST00664,PROD0020,2024-05-27 21:21:00,SNS,상담원8,기술 지원,미해결,73,매우불만족,,
SVC000319,CUST00531,PROD0035,2024-03-31 02:09:00,라이브채팅,상담원18,제품 문의,진행중,20,만족,2024-06-13 05:35:00,긴급 처리
SVC000320,CUST00612,PROD0005,2024-03-12 00:21:00,라이브채팅,상담원9,계정 문제,해결완료,73,만족,2024-05-07 07:33:00,
SVC000321,CUST00060,PROD0009,2024-04-06 20:34:00,전화,상담원6,제품 불량,해결완료,58,매우만족,,재문의 필요
SVC000322,CUST00167,PROD0029,2024-02-12 18:38:00,라이브채팅,상담원4,프로모션 문의,해결완료,17,매우만족,2024-02-18 16:41:00,
SVC000323,CUST00202,PROD0006,2024-04-09 05:38:00,이메일,상담원15,결제 오류,대기중,84,불만족,,
SVC000324,CUST00857,PROD0025,2024-01-30 09:45:00,라이브채팅,상담원5,제품 문의,해결완료,83,매우만족,,
SVC000325,CUST00146,PROD0031,2024-03-21 22:02:00,전화,상담원5,배송 지연,해결완료,35,매우불만족,,재문의 필요
SVC000326,CUST00915,PROD0022,2024-03-10 13:05:00,전화,상담원7,결제 오류,해결완료,73,매우만족,,
SVC000327,CUST00676,PROD0002,2024-05-07 07:23:00,이메일,상담원9,반품/교환,미해결,25,보통,2024-06-07 21:18:00,긴급 처리
SVC000328,CUST00970,PROD0045,2024-04-25 09:13:00,전화,상담원7,반품/교환,진행중,34,매우불만족,2024-05-13 18:41:00,긴급 처리
SVC000329,CUST00993,PROD0005,2024-05-14 09:11:00,카톡,상담원9,계정 문제,진행중,27,매우만족,2024-03-19 13:19:00,영구차단 고객
SVC000330,CUST00439,PROD0027,2024-01-29 11:50:00,SNS,상담원20,제품 불량,해결완료,42,만족,,영구차단 고객
SVC000331,CUST00242,PROD0025,2024-01-10 06:58:00,라이브채팅,상담원10,계정 문제,해결완료,33,보통,,재문의 필요
SVC000332,CUST00581,PROD0008,2024-01-24 14:32:00,카톡,상담원4,계정 문제,해결완료,81,매우만족,2024-02-03 11:46:00,긴급 처리
SVC000333,CUST00687,PROD0001,2024-01-07 15:57:00,라이브채팅,상담원6,서비스 문의,대기중,36,보통,2024-05-15 13:13:00,긴급 처리
SVC000334,CUST00561,PROD0020,2024-05-08 04:12:00,카톡,상담원14,제품 불량,대기중,116,매우만족,,
